TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAC,LAC vs. MIA,01/11/2012,W,265,95,36,86,41.9,6,17,35.3,17,23,73.9,10,35,45,22,7,8,16,22,6
MIA,MIA @ LAC,01/11/2012,L,265,89,32,81,39.5,5,16,31.3,20,34,58.8,13,37,50,18,9,6,18,22,-6
DAL,DAL @ BOS,01/11/2012,W,240,90,35,79,44.3,6,16,37.5,14,25,56.0,12,31,43,18,11,3,17,21,5
BOS,BOS vs. DAL,01/11/2012,L,240,85,29,64,45.3,4,11,36.4,23,32,71.9,2,33,35,19,9,4,17,17,-5
PHI,PHI @ NYK,01/11/2012,L,240,79,32,81,39.5,3,15,20.0,12,18,66.7,9,28,37,10,10,4,14,19,-6
NYK,NYK vs. PHI,01/11/2012,W,240,85,32,77,41.6,6,22,27.3,15,19,78.9,9,37,46,13,9,3,24,20,6
CHI,CHI vs. WAS,01/11/2012,W,240,78,33,90,36.7,3,12,25.0,9,16,56.3,23,39,62,17,6,10,16,14,14
WAS,WAS @ CHI,01/11/2012,L,240,64,26,84,31.0,3,9,33.3,9,12,75.0,14,32,46,12,5,12,14,15,-14
HOU,HOU @ SAS,01/11/2012,L,265,95,41,96,42.7,3,21,14.3,10,12,83.3,15,33,48,19,8,4,11,24,-6
SAS,SAS vs. HOU,01/11/2012,W,265,101,42,92,45.7,5,16,31.3,12,17,70.6,13,29,42,23,8,9,12,12,6
HOU,HOU @ CHA,01/10/2012,W,240,82,32,83,38.6,6,17,35.3,12,16,75.0,14,43,57,18,4,9,22,17,12
CHA,CHA vs. HOU,01/10/2012,L,240,70,30,88,34.1,1,13,7.7,9,11,81.8,12,32,44,16,6,7,15,19,-12
MEM,MEM vs. OKC,01/10/2012,L,240,95,39,85,45.9,5,12,41.7,12,20,60.0,10,29,39,16,6,6,9,21,-5
OKC,OKC @ MEM,01/10/2012,W,240,100,34,74,45.9,6,15,40.0,26,32,81.3,14,37,51,14,4,6,15,23,5
WAS,WAS vs. TOR,01/10/2012,W,240,93,40,82,48.8,4,13,30.8,9,17,52.9,9,30,39,20,12,8,15,20,15
TOR,TOR @ WAS,01/10/2012,L,240,78,30,76,39.5,4,20,20.0,14,17,82.4,14,30,44,21,7,5,23,17,-15
CHI,CHI @ MIN,01/10/2012,W,240,111,43,81,53.1,11,20,55.0,14,21,66.7,10,37,47,24,4,9,18,23,11
MIN,MIN vs. CHI,01/10/2012,L,240,100,33,78,42.3,8,22,36.4,26,32,81.3,7,23,30,18,10,4,11,17,-11
SAS,SAS @ MIL,01/10/2012,L,240,103,45,75,60.0,4,14,28.6,9,16,56.3,5,30,35,29,6,6,16,16,-3
MIL,MIL vs. SAS,01/10/2012,W,240,106,44,85,51.8,9,14,64.3,9,10,90.0,7,23,30,31,7,4,11,15,3
UTA,UTA vs. CLE,01/10/2012,W,240,113,45,76,59.2,3,10,30.0,20,29,69.0,9,28,37,24,2,7,14,30,8
CLE,CLE @ UTA,01/10/2012,L,240,105,35,78,44.9,4,20,20.0,31,43,72.1,18,24,42,13,8,5,14,27,-8
POR,POR vs. LAC,01/10/2012,W,240,105,37,72,51.4,5,14,35.7,26,32,81.3,7,27,34,21,8,2,12,24,8
LAC,LAC @ POR,01/10/2012,L,240,97,37,83,44.6,6,23,26.1,17,24,70.8,13,26,39,18,5,4,14,27,-8
DAL,DAL @ DET,01/10/2012,W,240,100,38,69,55.1,4,15,26.7,20,27,74.1,5,31,36,28,13,4,14,23,14
DET,DET vs. DAL,01/10/2012,L,240,86,30,69,43.5,6,13,46.2,20,25,80.0,5,24,29,17,7,2,21,18,-14
LAL,LAL vs. PHX,01/10/2012,W,240,99,39,80,48.8,2,17,11.8,19,23,82.6,14,35,49,27,5,2,15,18,16
PHX,PHX @ LAL,01/10/2012,L,240,83,34,80,42.5,7,20,35.0,8,12,66.7,9,26,35,18,9,1,11,16,-16
MIA,MIA @ GSW,01/10/2012,L,265,106,39,85,45.9,2,11,18.2,26,40,65.0,14,34,48,16,14,5,22,23,-5
GSW,GSW vs. MIA,01/10/2012,W,265,111,38,95,40.0,9,27,33.3,26,30,86.7,18,34,52,23,14,9,20,26,5
SAC,SAC @ PHI,01/10/2012,L,240,85,34,86,39.5,4,19,21.1,13,21,61.9,13,30,43,16,7,4,15,13,-27
PHI,PHI vs. SAC,01/10/2012,W,240,112,47,83,56.6,5,13,38.5,13,19,68.4,4,42,46,30,9,7,11,15,27
TOR,TOR vs. MIN,01/09/2012,W,240,97,34,77,44.2,3,19,15.8,26,28,92.9,14,30,44,16,7,9,13,28,10
MIN,MIN @ TOR,01/09/2012,L,240,87,27,80,33.8,7,24,29.2,26,33,78.8,15,24,39,14,8,4,16,26,-10
DEN,DEN vs. NOH,01/09/2012,L,240,81,29,71,40.8,8,23,34.8,15,21,71.4,8,27,35,19,4,5,17,19,-13
NOH,NOH @ DEN,01/09/2012,W,240,94,39,75,52.0,6,10,60.0,10,14,71.4,9,31,40,26,8,5,17,23,13
ATL,ATL @ NJN,01/09/2012,W,240,106,42,78,53.8,9,21,42.9,13,19,68.4,9,24,33,26,8,2,10,17,5
NJN,NJN vs. ATL,01/09/2012,L,240,101,36,77,46.8,11,22,50.0,18,21,85.7,10,30,40,24,5,3,16,20,-5
NYK,NYK vs. CHA,01/09/2012,W,240,91,30,79,38.0,1,10,10.0,30,40,75.0,14,36,50,16,11,4,12,22,4
CHA,CHA @ NYK,01/09/2012,L,240,87,34,82,41.5,7,19,36.8,12,15,80.0,10,39,49,21,4,3,17,24,-4
CHI,CHI vs. DET,01/09/2012,W,240,92,34,74,45.9,3,16,18.8,21,25,84.0,12,29,41,19,5,6,10,15,24
DET,DET @ CHI,01/09/2012,L,240,68,28,71,39.4,1,4,25.0,11,14,78.6,10,27,37,14,2,5,19,21,-24
PHI,PHI vs. IND,01/09/2012,W,240,96,38,76,50.0,6,17,35.3,14,19,73.7,9,39,48,19,7,5,18,24,10
IND,IND @ PHI,01/09/2012,L,240,86,30,82,36.6,4,13,30.8,22,30,73.3,13,30,43,18,11,2,16,21,-10
SAS,SAS @ OKC,01/08/2012,L,240,96,35,84,41.7,7,12,58.3,19,25,76.0,10,32,42,20,9,2,11,22,-12
OKC,OKC vs. SAS,01/08/2012,W,240,108,38,75,50.7,7,19,36.8,25,29,86.2,7,41,48,25,10,8,14,19,12
MIN,MIN @ WAS,01/08/2012,W,240,93,36,80,45.0,10,26,38.5,11,15,73.3,10,34,44,22,8,7,17,18,21
WAS,WAS vs. MIN,01/08/2012,L,240,72,30,87,34.5,3,10,30.0,9,16,56.3,16,29,45,15,9,10,15,17,-21
ORL,ORL @ SAC,01/08/2012,W,240,104,37,87,42.5,10,32,31.3,20,31,64.5,17,26,43,24,10,1,10,20,7
SAC,SAC vs. ORL,01/08/2012,L,240,97,38,73,52.1,3,20,15.0,18,24,75.0,10,35,45,16,4,5,18,24,-7
POR,POR vs. CLE,01/08/2012,W,240,98,38,92,41.3,6,23,26.1,16,18,88.9,9,33,42,27,14,6,14,20,20
CLE,CLE @ POR,01/08/2012,L,240,78,29,79,36.7,3,24,12.5,17,24,70.8,10,36,46,17,8,5,24,20,-20
MIL,MIL @ PHX,01/08/2012,L,240,93,37,86,43.0,3,15,20.0,16,24,66.7,15,25,40,23,9,1,13,13,-16
PHX,PHX vs. MIL,01/08/2012,W,240,109,43,77,55.8,10,22,45.5,13,17,76.5,7,31,38,30,10,5,15,20,16
LAL,LAL vs. MEM,01/08/2012,W,240,90,35,74,47.3,6,19,31.6,14,21,66.7,13,40,53,24,6,5,27,11,8
MEM,MEM @ LAL,01/08/2012,L,240,82,38,93,40.9,1,9,11.1,5,10,50.0,9,25,34,23,18,4,9,18,-8
DAL,DAL vs. NOH,01/07/2012,W,240,96,32,74,43.2,8,19,42.1,24,29,82.8,6,29,35,22,12,2,14,21,15
NOH,NOH @ DAL,01/07/2012,L,240,81,26,64,40.6,6,11,54.5,23,28,82.1,6,33,39,17,11,0,21,19,-15
CHI,CHI @ ATL,01/07/2012,L,240,94,36,82,43.9,6,14,42.9,16,20,80.0,17,26,43,21,8,5,20,9,-15
ATL,ATL vs. CHI,01/07/2012,W,240,109,47,83,56.6,9,12,75.0,6,6,100.0,4,27,31,32,16,8,14,16,15
IND,IND vs. CHA,01/07/2012,W,240,99,39,77,50.6,2,9,22.2,19,26,73.1,13,32,45,15,6,6,11,20,22
CHA,CHA @ IND,01/07/2012,L,240,77,29,89,32.6,5,16,31.3,14,21,66.7,22,26,48,12,4,7,13,21,-22
NYK,NYK @ DET,01/07/2012,W,240,103,39,83,47.0,8,28,28.6,17,20,85.0,12,36,48,26,12,5,12,20,23
DET,DET vs. NYK,01/07/2012,L,240,80,29,78,37.2,9,26,34.6,13,22,59.1,15,26,41,17,8,5,21,21,-23
OKC,OKC @ HOU,01/07/2012,W,240,98,36,85,42.4,7,21,33.3,19,22,86.4,18,26,44,18,3,3,16,16,3
HOU,HOU vs. OKC,01/07/2012,L,240,95,38,87,43.7,5,14,35.7,14,15,93.3,14,27,41,23,7,5,13,21,-3
MIL,MIL @ LAC,01/07/2012,L,240,86,29,80,36.3,6,20,30.0,22,27,81.5,13,29,42,18,7,2,15,31,-6
LAC,LAC vs. MIL,01/07/2012,W,240,92,31,69,44.9,4,19,21.1,26,40,65.0,8,29,37,17,10,9,14,23,6
NJN,NJN vs. MIA,01/07/2012,L,240,90,28,83,33.7,10,33,30.3,24,32,75.0,18,25,43,24,14,3,22,21,-11
MIA,MIA @ NJN,01/07/2012,W,240,101,38,76,50.0,5,15,33.3,20,24,83.3,10,35,45,27,12,8,23,27,11
SAS,SAS vs. DEN,01/07/2012,W,240,121,49,89,55.1,9,20,45.0,14,18,77.8,15,23,38,27,6,5,16,19,4
DEN,DEN @ SAS,01/07/2012,L,240,117,46,81,56.8,8,16,50.0,17,26,65.4,10,23,33,25,9,4,15,17,-4
GSW,GSW vs. UTA,01/07/2012,L,240,87,29,70,41.4,7,19,36.8,22,24,91.7,10,32,42,19,3,3,17,23,-1
UTA,UTA @ GSW,01/07/2012,W,240,88,32,81,39.5,4,16,25.0,20,28,71.4,15,28,43,25,9,5,9,22,1
PHI,PHI vs. TOR,01/07/2012,W,240,97,36,83,43.4,5,21,23.8,20,27,74.1,11,40,51,20,13,8,8,10,35
TOR,TOR @ PHI,01/07/2012,L,240,62,27,85,31.8,1,12,8.3,7,12,58.3,15,33,48,15,4,5,19,20,-35
CHA,CHA vs. ATL,01/06/2012,L,265,96,40,87,46.0,7,18,38.9,9,13,69.2,13,30,43,23,5,9,15,20,-6
ATL,ATL @ CHA,01/06/2012,W,265,102,42,95,44.2,7,20,35.0,11,16,68.8,16,30,46,29,8,4,15,18,6
HOU,HOU @ OKC,01/06/2012,L,240,94,36,78,46.2,3,13,23.1,19,27,70.4,11,29,40,19,6,6,12,22,-15
OKC,OKC vs. HOU,01/06/2012,W,240,109,42,80,52.5,6,14,42.9,19,25,76.0,8,31,39,20,7,4,11,18,15
NJN,NJN @ TOR,01/06/2012,W,240,97,31,80,38.8,15,31,48.4,20,27,74.1,13,31,44,21,6,0,10,19,12
TOR,TOR vs. NJN,01/06/2012,L,240,85,33,73,45.2,6,17,35.3,13,19,68.4,9,30,39,19,7,10,13,26,-12
NOH,NOH vs. DEN,01/06/2012,L,240,88,36,77,46.8,8,17,47.1,8,10,80.0,8,28,36,19,7,9,17,23,-8
DEN,DEN @ NOH,01/06/2012,W,240,96,37,79,46.8,5,21,23.8,17,22,77.3,8,29,37,24,8,6,13,13,8
WAS,WAS vs. NYK,01/06/2012,L,240,96,41,85,48.2,6,14,42.9,8,13,61.5,10,34,44,18,11,12,23,26,-3
NYK,NYK @ WAS,01/06/2012,W,240,99,39,89,43.8,6,18,33.3,15,21,71.4,15,34,49,22,14,3,20,18,3
CLE,CLE @ MIN,01/06/2012,W,240,98,37,80,46.3,8,17,47.1,16,22,72.7,11,34,45,20,11,7,15,25,11
MIN,MIN vs. CLE,01/06/2012,L,240,87,31,79,39.2,4,20,20.0,21,31,67.7,12,31,43,15,8,4,16,19,-11
MEM,MEM @ UTA,01/06/2012,L,240,85,33,80,41.3,4,17,23.5,15,21,71.4,12,29,41,16,9,10,20,25,-9
UTA,UTA vs. MEM,01/06/2012,W,240,94,36,71,50.7,2,8,25.0,20,30,66.7,8,30,38,17,10,10,15,19,9
CHI,CHI @ ORL,01/06/2012,W,240,97,38,86,44.2,8,14,57.1,13,17,76.5,14,32,46,27,10,4,12,18,14
ORL,ORL vs. CHI,01/06/2012,L,240,83,30,75,40.0,7,20,35.0,16,21,76.2,9,28,37,15,5,3,18,16,-14
BOS,BOS vs. IND,01/06/2012,L,240,74,26,66,39.4,5,14,35.7,17,24,70.8,7,29,36,16,4,8,13,15,-13
IND,IND @ BOS,01/06/2012,W,240,87,32,80,40.0,8,14,57.1,15,18,83.3,15,33,48,17,8,1,14,23,13
PHX,PHX vs. POR,01/06/2012,W,240,102,37,79,46.8,7,20,35.0,21,25,84.0,12,35,47,20,9,7,16,28,25
POR,POR @ PHX,01/06/2012,L,240,77,25,77,32.5,2,19,10.5,25,35,71.4,12,26,38,16,7,6,17,22,-25
LAL,LAL vs. GSW,01/06/2012,W,240,97,37,77,48.1,3,11,27.3,20,29,69.0,15,32,47,27,7,4,19,18,7
GSW,GSW @ LAL,01/06/2012,L,240,90,38,77,49.4,4,14,28.6,10,19,52.6,10,24,34,19,9,1,20,28,-7
PHI,PHI vs. DET,01/06/2012,W,240,96,39,85,45.9,5,18,27.8,13,16,81.3,13,36,49,23,9,8,12,12,23
DET,DET @ PHI,01/06/2012,L,240,73,31,86,36.0,0,10,0.0,11,14,78.6,14,28,42,18,9,3,16,17,-23
MIL,MIL @ SAC,01/05/2012,L,240,100,39,76,51.3,9,19,47.4,13,21,61.9,7,24,31,26,12,2,20,27,-3
SAC,SAC vs. MIL,01/05/2012,W,240,103,37,91,40.7,4,21,19.0,25,30,83.3,23,32,55,16,10,4,19,18,3
MIA,MIA @ ATL,01/05/2012,W,315,116,45,102,44.1,8,28,28.6,18,23,78.3,14,42,56,25,6,6,22,35,7
ATL,ATL vs. MIA,01/05/2012,L,315,109,36,94,38.3,6,22,27.3,31,46,67.4,15,36,51,22,10,5,19,24,-7
LAL,LAL @ POR,01/05/2012,L,240,96,37,79,46.8,0,11,0.0,22,27,81.5,13,34,47,15,2,6,14,20,-11
POR,POR vs. LAL,01/05/2012,W,240,107,41,89,46.1,5,12,41.7,20,26,76.9,10,29,39,20,5,7,4,20,11
SAS,SAS vs. DAL,01/05/2012,W,240,93,34,86,39.5,16,33,48.5,9,16,56.3,9,33,42,22,9,1,9,17,22
DAL,DAL @ SAS,01/05/2012,L,240,71,27,77,35.1,1,19,5.3,16,21,76.2,11,41,52,11,5,8,15,13,-22
CLE,CLE @ TOR,01/04/2012,L,240,77,24,81,29.6,7,23,30.4,22,26,84.6,13,32,45,16,6,6,12,17,-15
TOR,TOR vs. CLE,01/04/2012,W,240,92,36,77,46.8,10,27,37.0,10,13,76.9,7,36,43,23,4,4,11,18,15
NOH,NOH vs. PHI,01/04/2012,L,240,93,35,79,44.3,3,10,30.0,20,25,80.0,12,30,42,21,6,5,13,18,-8
PHI,PHI @ NOH,01/04/2012,W,240,101,41,86,47.7,4,16,25.0,15,18,83.3,11,27,38,22,8,7,10,19,8
MEM,MEM @ MIN,01/04/2012,W,240,90,33,80,41.3,3,9,33.3,21,25,84.0,14,32,46,16,13,2,12,19,4
MIN,MIN vs. MEM,01/04/2012,L,240,86,33,82,40.2,7,21,33.3,13,24,54.2,17,33,50,15,5,3,17,20,-4
SAC,SAC @ DEN,01/04/2012,L,240,83,30,93,32.3,2,21,9.5,21,24,87.5,15,21,36,12,16,7,17,17,-27
DEN,DEN vs. SAC,01/04/2012,W,240,110,46,76,60.5,3,9,33.3,15,22,68.2,7,43,50,31,14,11,27,22,27
DAL,DAL vs. PHX,01/04/2012,W,240,98,38,91,41.8,8,22,36.4,14,21,66.7,19,34,53,30,10,2,13,19,9
PHX,PHX @ DAL,01/04/2012,L,240,89,37,82,45.1,5,17,29.4,10,15,66.7,11,31,42,18,6,3,15,21,-9
CHI,CHI @ DET,01/04/2012,W,240,99,40,76,52.6,5,12,41.7,14,21,66.7,8,32,40,31,6,5,15,12,16
DET,DET vs. CHI,01/04/2012,L,240,83,36,88,40.9,1,6,16.7,10,12,83.3,11,27,38,18,9,1,13,16,-16
IND,IND @ MIA,01/04/2012,L,240,83,24,69,34.8,5,19,26.3,30,39,76.9,9,27,36,12,7,3,23,26,-35
MIA,MIA vs. IND,01/04/2012,W,240,118,42,80,52.5,8,21,38.1,26,28,92.9,7,35,42,25,12,1,13,25,35
WAS,WAS @ ORL,01/04/2012,L,240,85,34,93,36.6,2,12,16.7,15,18,83.3,14,30,44,12,7,8,9,21,-18
ORL,ORL vs. WAS,01/04/2012,W,240,103,39,85,45.9,8,19,42.1,17,25,68.0,17,37,54,27,4,3,15,13,18
LAC,LAC vs. HOU,01/04/2012,W,240,117,47,82,57.3,6,16,37.5,17,24,70.8,5,28,33,30,12,3,7,17,28
HOU,HOU @ LAC,01/04/2012,L,240,89,35,76,46.1,7,16,43.8,12,17,70.6,6,27,33,15,3,0,19,23,-28
BOS,BOS vs. NJN,01/04/2012,W,240,89,35,71,49.3,6,16,37.5,13,21,61.9,12,33,45,24,7,4,13,20,19
NJN,NJN @ BOS,01/04/2012,L,240,70,30,74,40.5,4,20,20.0,6,10,60.0,10,24,34,15,8,1,13,23,-19
NYK,NYK vs. CHA,01/04/2012,L,240,110,42,85,49.4,11,29,37.9,15,20,75.0,11,29,40,19,8,5,17,20,-8
CHA,CHA @ NYK,01/04/2012,W,240,118,47,85,55.3,7,11,63.6,17,21,81.0,7,30,37,27,9,0,14,16,8
GSW,GSW @ SAS,01/04/2012,L,240,95,37,80,46.3,9,20,45.0,12,19,63.2,5,32,37,18,9,6,10,20,-6
SAS,SAS vs. GSW,01/04/2012,W,240,101,37,78,47.4,10,17,58.8,17,24,70.8,9,36,45,23,4,7,13,14,6
OKC,OKC vs. POR,01/03/2012,L,240,93,36,83,43.4,5,20,25.0,16,21,76.2,10,30,40,22,7,6,10,22,-10
POR,POR @ OKC,01/03/2012,W,240,103,34,76,44.7,6,15,40.0,29,36,80.6,11,35,46,20,6,4,9,16,10
MEM,MEM vs. SAC,01/03/2012,W,240,113,50,91,54.9,2,8,25.0,11,16,68.8,15,34,49,20,14,2,15,17,17
SAC,SAC @ MEM,01/03/2012,L,240,96,34,83,41.0,9,24,37.5,19,23,82.6,14,27,41,13,11,5,19,18,-17
MIL,MIL @ UTA,01/03/2012,L,240,73,29,95,30.5,2,21,9.5,13,16,81.3,23,25,48,16,8,5,14,19,-12
UTA,UTA vs. MIL,01/03/2012,W,240,85,32,66,48.5,3,13,23.1,18,28,64.3,10,40,50,24,9,12,24,24,12
CHA,CHA @ CLE,01/03/2012,L,240,101,40,90,44.4,4,14,28.6,17,19,89.5,10,36,46,20,2,6,13,22,-14
CLE,CLE vs. CHA,01/03/2012,W,240,115,45,90,50.0,10,21,47.6,15,26,57.7,9,32,41,25,9,8,9,19,14
ATL,ATL @ CHI,01/03/2012,L,240,74,28,80,35.0,4,15,26.7,14,25,56.0,10,34,44,19,8,4,13,17,-2
CHI,CHI vs. ATL,01/03/2012,W,240,76,26,77,33.8,4,17,23.5,20,26,76.9,11,36,47,16,7,8,15,21,2
LAL,LAL vs. HOU,01/03/2012,W,240,108,41,78,52.6,5,14,35.7,21,27,77.8,10,43,53,25,2,4,15,15,9
HOU,HOU @ LAL,01/03/2012,L,240,99,41,96,42.7,11,31,35.5,6,7,85.7,10,28,38,27,8,0,8,25,-9
SAS,SAS @ MIN,01/02/2012,L,240,96,36,82,43.9,7,20,35.0,17,21,81.0,9,21,30,26,9,3,9,15,-10
MIN,MIN vs. SAS,01/02/2012,W,240,106,41,71,57.7,12,21,57.1,12,15,80.0,7,31,38,18,4,7,19,18,10
MIL,MIL @ DEN,01/02/2012,L,240,86,37,88,42.0,5,19,26.3,7,11,63.6,9,29,38,19,8,8,14,20,-5
DEN,DEN vs. MIL,01/02/2012,W,240,91,33,83,39.8,4,19,21.1,21,27,77.8,13,36,49,22,7,6,16,15,5
DAL,DAL vs. OKC,01/02/2012,W,240,100,39,80,48.8,5,16,31.3,17,20,85.0,11,30,41,21,8,4,12,23,13
OKC,OKC @ DAL,01/02/2012,L,240,87,31,77,40.3,5,19,26.3,20,26,76.9,12,29,41,12,6,5,14,17,-13
NOH,NOH @ UTA,01/02/2012,L,240,90,37,74,50.0,3,10,30.0,13,16,81.3,7,30,37,22,5,4,15,24,-4
UTA,UTA vs. NOH,01/02/2012,W,240,94,37,76,48.7,5,15,33.3,15,23,65.2,9,27,36,20,6,6,12,18,4
MIA,MIA vs. ATL,01/02/2012,L,240,92,34,73,46.6,5,13,38.5,19,28,67.9,9,31,40,23,5,3,16,15,-8
ATL,ATL @ MIA,01/02/2012,W,240,100,39,82,47.6,9,16,56.3,13,20,65.0,10,30,40,19,10,5,10,21,8
DET,DET vs. ORL,01/02/2012,W,240,89,31,62,50.0,2,8,25.0,25,33,75.8,11,28,39,19,8,3,18,19,11
ORL,ORL @ DET,01/02/2012,L,240,78,28,63,44.4,8,22,36.4,14,21,66.7,7,21,28,20,12,3,17,24,-11
WAS,WAS @ BOS,01/02/2012,L,240,92,35,83,42.2,3,11,27.3,19,23,82.6,13,29,42,14,10,10,13,17,-8
BOS,BOS vs. WAS,01/02/2012,W,240,100,38,83,45.8,10,20,50.0,14,21,66.7,12,31,43,28,3,4,17,23,8
NJN,NJN vs. IND,01/02/2012,L,240,94,33,89,37.1,7,28,25.0,21,26,80.8,20,20,40,15,9,10,12,16,-14
IND,IND @ NJN,01/02/2012,W,240,108,41,78,52.6,13,21,61.9,13,18,72.2,14,28,42,26,7,6,16,23,14
PHX,PHX vs. GSW,01/02/2012,W,240,102,39,87,44.8,8,23,34.8,16,21,76.2,16,33,49,23,6,2,13,18,11
GSW,GSW @ PHX,01/02/2012,L,240,91,36,72,50.0,7,17,41.2,12,20,60.0,7,29,36,27,6,3,17,24,-11
TOR,TOR @ NYK,01/02/2012,W,240,90,30,68,44.1,7,17,41.2,23,29,79.3,4,40,44,21,5,5,18,30,5
NYK,NYK vs. TOR,01/02/2012,L,240,85,28,78,35.9,10,35,28.6,19,25,76.0,6,33,39,14,8,3,13,24,-5
WAS,WAS vs. BOS,01/01/2012,L,240,86,32,78,41.0,2,16,12.5,20,23,87.0,10,29,39,15,9,8,14,21,-8
BOS,BOS @ WAS,01/01/2012,W,240,94,37,74,50.0,5,12,41.7,15,23,65.2,8,33,41,26,7,5,16,20,8
DAL,DAL @ MIN,01/01/2012,L,240,82,29,77,37.7,7,24,29.2,17,21,81.0,6,29,35,17,11,9,17,22,-17
MIN,MIN vs. DAL,01/01/2012,W,240,99,36,85,42.4,10,22,45.5,17,24,70.8,17,37,54,15,7,3,17,17,17
DEN,DEN vs. LAL,01/01/2012,W,240,99,33,71,46.5,2,18,11.1,31,37,83.8,5,39,44,21,9,2,15,18,9
LAL,LAL @ DEN,01/01/2012,L,240,90,35,88,39.8,4,23,17.4,16,24,66.7,12,32,44,19,8,4,15,28,-9
NOH,NOH @ SAC,01/01/2012,L,240,80,36,89,40.4,0,15,0.0,8,16,50.0,22,38,60,24,4,2,19,18,-16
SAC,SAC vs. NOH,01/01/2012,W,240,96,35,85,41.2,8,23,34.8,18,21,85.7,12,29,41,16,12,6,10,15,16
MIA,MIA vs. CHA,01/01/2012,W,240,129,48,80,60.0,7,11,63.6,26,31,83.9,5,42,47,33,10,3,15,18,39
CHA,CHA @ MIA,01/01/2012,L,240,90,35,92,38.0,6,18,33.3,14,21,66.7,11,29,40,20,9,3,16,20,-39
CLE,CLE vs. NJN,01/01/2012,W,240,98,38,78,48.7,16,26,61.5,6,11,54.5,10,26,36,24,11,10,22,26,16
NJN,NJN @ CLE,01/01/2012,L,240,82,27,71,38.0,7,22,31.8,21,28,75.0,8,24,32,16,11,6,22,16,-16
ORL,ORL vs. TOR,01/01/2012,W,240,102,37,75,49.3,12,27,44.4,16,24,66.7,8,25,33,20,4,6,12,22,6
TOR,TOR @ ORL,01/01/2012,L,240,96,32,70,45.7,5,13,38.5,27,29,93.1,5,28,33,23,4,2,11,27,-6
LAC,LAC vs. POR,01/01/2012,W,240,93,36,75,48.0,6,24,25.0,15,24,62.5,8,30,38,25,11,2,21,18,5
POR,POR @ LAC,01/01/2012,L,240,88,33,78,42.3,4,15,26.7,18,22,81.8,13,33,46,20,9,2,21,24,-5
MEM,MEM @ CHI,01/01/2012,L,240,64,26,84,31.0,1,9,11.1,11,14,78.6,14,26,40,13,10,4,18,18,-40
CHI,CHI vs. MEM,01/01/2012,W,240,104,39,84,46.4,5,13,38.5,21,29,72.4,17,38,55,24,10,12,15,15,40
PHX,PHX @ OKC,12/31/2011,L,240,97,35,88,39.8,8,26,30.8,19,23,82.6,13,24,37,19,9,7,12,16,-10
OKC,OKC vs. PHX,12/31/2011,W,240,107,41,77,53.2,9,22,40.9,16,18,88.9,8,37,45,25,9,6,21,27,10
NYK,NYK @ SAC,12/31/2011,W,240,114,40,89,44.9,10,28,35.7,24,27,88.9,17,26,43,26,7,6,12,35,22
SAC,SAC vs. NYK,12/31/2011,L,240,92,30,86,34.9,6,22,27.3,26,41,63.4,22,29,51,15,7,2,14,22,-22
IND,IND @ DET,12/31/2011,L,240,88,30,76,39.5,5,15,33.3,23,28,82.1,6,30,36,17,14,5,11,19,-8
DET,DET vs. IND,12/31/2011,W,240,96,39,82,47.6,8,15,53.3,10,13,76.9,10,39,49,25,4,2,18,23,8
ATL,ATL @ HOU,12/31/2011,L,240,84,35,80,43.8,4,16,25.0,10,16,62.5,6,34,40,16,4,6,12,14,-11
HOU,HOU vs. ATL,12/31/2011,W,240,95,38,82,46.3,9,19,47.4,10,13,76.9,11,34,45,26,7,6,12,18,11
DEN,DEN @ LAL,12/31/2011,L,240,89,34,80,42.5,7,26,26.9,14,22,63.6,8,28,36,22,11,5,15,17,-3
LAL,LAL vs. DEN,12/31/2011,W,240,92,39,86,45.3,2,24,8.3,12,15,80.0,14,36,50,24,6,4,20,20,3
SAS,SAS vs. UTA,12/31/2011,W,240,104,36,74,48.6,10,16,62.5,22,31,71.0,5,41,46,26,4,5,19,21,15
UTA,UTA @ SAS,12/31/2011,L,240,89,33,89,37.1,2,16,12.5,21,25,84.0,14,30,44,11,13,9,7,25,-15
PHI,PHI @ GSW,12/31/2011,W,240,107,39,79,49.4,11,20,55.0,18,31,58.1,10,38,48,29,12,6,12,17,28
GSW,GSW vs. PHI,12/31/2011,L,240,79,34,89,38.2,4,17,23.5,7,12,58.3,16,32,48,20,7,2,16,22,-28
CHA,CHA vs. ORL,12/30/2011,L,240,79,30,83,36.1,5,15,33.3,14,18,77.8,12,29,41,19,6,3,12,23,-21
ORL,ORL @ CHA,12/30/2011,W,240,100,37,84,44.0,12,28,42.9,14,24,58.3,14,35,49,23,3,7,12,16,21
HOU,HOU @ MEM,12/30/2011,L,240,93,34,79,43.0,11,29,37.9,14,18,77.8,6,27,33,19,9,4,20,29,-20
MEM,MEM vs. HOU,12/30/2011,W,240,113,45,80,56.3,0,5,0.0,23,33,69.7,7,35,42,23,10,7,16,19,20
PHX,PHX @ NOH,12/30/2011,W,240,93,33,78,42.3,7,23,30.4,20,22,90.9,10,37,47,22,3,10,12,22,15
NOH,NOH vs. PHX,12/30/2011,L,240,78,26,90,28.9,3,14,21.4,23,28,82.1,24,33,57,14,4,5,13,24,-15
