TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
ORL,ORL vs. DAL,03/30/2012,L,240,98,35,78,44.9,11,32,34.4,17,28,60.7,10,37,47,17,7,4,16,21,-2
DAL,DAL @ ORL,03/30/2012,W,240,100,38,80,47.5,7,22,31.8,17,21,81.0,5,32,37,21,9,3,9,18,2
POR,POR @ LAC,03/30/2012,L,240,97,39,78,50.0,8,19,42.1,11,15,73.3,12,24,36,24,6,1,13,22,-1
LAC,LAC vs. POR,03/30/2012,W,240,98,39,75,52.0,8,21,38.1,12,19,63.2,7,24,31,26,7,6,13,15,1
DET,DET @ CHI,03/30/2012,L,240,71,31,84,36.9,3,11,27.3,6,7,85.7,16,21,37,15,8,4,12,19,-12
CHI,CHI vs. DET,03/30/2012,W,240,83,32,75,42.7,2,12,16.7,17,21,81.0,20,33,53,22,6,10,19,12,12
NJN,NJN @ GSW,03/30/2012,W,240,102,35,81,43.2,8,20,40.0,24,30,80.0,14,30,44,28,14,5,17,15,2
GSW,GSW vs. NJN,03/30/2012,L,240,100,40,76,52.6,7,15,46.7,13,16,81.3,6,26,32,26,11,3,17,21,-2
IND,IND vs. WAS,03/29/2012,W,240,93,31,79,39.2,6,16,37.5,25,32,78.1,10,30,40,19,9,6,10,23,4
WAS,WAS @ IND,03/29/2012,L,240,89,33,78,42.3,7,22,31.8,16,25,64.0,15,30,45,17,5,10,17,22,-4
NOH,NOH @ POR,03/29/2012,L,240,93,33,71,46.5,7,13,53.8,20,21,95.2,10,24,34,12,6,5,15,22,-6
POR,POR vs. NOH,03/29/2012,W,240,99,39,80,48.8,12,28,42.9,9,13,69.2,10,23,33,26,8,8,10,19,6
DAL,DAL @ MIA,03/29/2012,L,240,85,33,78,42.3,9,24,37.5,10,13,76.9,6,23,29,21,7,1,15,19,-21
MIA,MIA vs. DAL,03/29/2012,W,240,106,39,80,48.8,5,17,29.4,23,27,85.2,11,33,44,22,10,5,13,17,21
LAL,LAL vs. OKC,03/29/2012,L,240,93,35,84,41.7,4,11,36.4,19,23,82.6,17,28,45,15,3,9,13,16,-9
OKC,OKC @ LAL,03/29/2012,W,240,102,42,91,46.2,5,12,41.7,13,17,76.5,19,29,48,18,5,12,10,21,9
GSW,GSW vs. NOH,03/28/2012,L,240,87,33,74,44.6,10,28,35.7,11,15,73.3,8,25,33,19,4,5,16,16,-15
NOH,NOH @ GSW,03/28/2012,W,240,102,43,79,54.4,7,11,63.6,9,14,64.3,11,28,39,26,8,3,9,17,15
CHA,CHA vs. MIN,03/28/2012,L,240,83,31,78,39.7,3,13,23.1,18,22,81.8,6,32,38,22,5,2,10,21,-5
MIN,MIN @ CHA,03/28/2012,W,240,88,33,81,40.7,8,21,38.1,14,20,70.0,13,37,50,22,3,3,14,17,5
TOR,TOR vs. DEN,03/28/2012,W,240,105,35,86,40.7,12,22,54.5,23,33,69.7,17,32,49,25,5,5,10,22,9
DEN,DEN @ TOR,03/28/2012,L,240,96,33,80,41.3,5,20,25.0,25,30,83.3,12,31,43,18,6,3,12,20,-9
SAS,SAS @ SAC,03/28/2012,W,240,117,49,91,53.8,10,20,50.0,9,12,75.0,12,30,42,28,8,2,15,21,5
SAC,SAC vs. SAS,03/28/2012,L,240,112,47,86,54.7,8,21,38.1,10,13,76.9,7,27,34,24,8,6,16,16,-5
ATL,ATL vs. CHI,03/28/2012,L,240,77,32,80,40.0,5,17,29.4,8,9,88.9,8,28,36,20,2,6,11,16,-21
CHI,CHI @ ATL,03/28/2012,W,240,98,38,81,46.9,9,16,56.3,13,20,65.0,13,32,45,26,5,5,8,13,21
CLE,CLE vs. DET,03/28/2012,L,240,75,30,87,34.5,5,17,29.4,10,12,83.3,17,31,48,20,6,9,15,17,-12
